Location,Latitude,Longitude,Multi-Story?,Total Insured Value,Premium,Losses - Non Catastrophe,PolicyYear,At Risk?,Risk Category,Region,Year Hurricane Encounters,PolicyResultLookup,LocationLookup
48,28.3,-38.5,Yes,"345,166","1,881",0,1996, At Risk ,Low Risk,South,0,1996 - 48,28.3-38.5
49,28.3,-38.5,Yes,"375,856","2,036",0,2000, At Risk ,Low Risk,South,0,2000 - 49,28.3-38.5
49,28.3,-38.5,Yes,"384,350","2,077","34,628",2001, At Risk ,Low Risk,South,1,2001 - 49,28.3-38.5
49,28.3,-38.5,Yes,"390,538","2,119",0,2002, At Risk ,Low Risk,South,0,2002 - 49,28.3-38.5
49,28.3,-38.5,Yes,"399,326","2,161",0,2003, At Risk ,Low Risk,South,1,2003 - 49,28.3-38.5
49,28.3,-38.5,Yes,"408,989","2,204",0,2004, At Risk ,Low Risk,South,1,2004 - 49,28.3-38.5
49,28.3,-38.5,Yes,"416,719","2,248",0,2005, At Risk ,Low Risk,South,1,2005 - 49,28.3-38.5
49,28.3,-38.5,Yes,"424,595","2,293",0,2006, At Risk ,Low Risk,South,0,2006 - 49,28.3-38.5
49,28.3,-38.5,Yes,"431,219","2,339",0,2007, At Risk ,Low Risk,South,0,2007 - 49,28.3-38.5
49,28.3,-38.5,Yes,"441,741","2,386",0,2008, At Risk ,Low Risk,South,0,2008 - 49,28.3-38.5
49,28.3,-38.5,Yes,"340,593","2,434","92,817",2009, At Risk ,Low Risk,South,0,2009 - 49,28.3-38.5
49,28.3,-38.5,Yes,"370,472","2,482",0,2010, At Risk ,Low Risk,South,0,2010 - 49,28.3-38.5
49,28.3,-38.5,Yes,"402,398","2,532",0,2011, At Risk ,Low Risk,South,0,2011 - 49,28.3-38.5
49,28.3,-38.5,Yes,"448,736","2,583",0,2012, At Risk ,Low Risk,South,0,2012 - 49,28.3-38.5
49,28.3,-38.5,Yes,"488,143","2,634",0,2013, At Risk ,Low Risk,South,0,2013 - 49,28.3-38.5
49,28.3,-38.5,Yes,"499,615","2,687",0,2014, At Risk ,Low Risk,South,0,2014 - 49,28.3-38.5
49,28.3,-38.5,Yes,"510,556","2,741","45,321",2015, At Risk ,Low Risk,South,0,2015 - 49,28.3-38.5
49,28.3,-38.5,Yes,"520,461","2,796",0,2016, At Risk ,Low Risk,South,0,2016 - 49,28.3-38.5
50,28.5,-38.4,Yes,"1,615,285","5,440",0,1988, At Risk ,Low Risk,South,0,1988 - 50,28.5-38.4
51,28.5,-38.4,Yes,"1,648,560","5,549",0,1989, At Risk ,Low Risk,South,0,1989 - 51,28.5-38.4
51,28.5,-38.4,Yes,"1,676,091","5,660",0,1990, At Risk ,Low Risk,South,0,1990 - 51,28.5-38.4
51,28.5,-38.4,Yes,"1,706,428","5,773",0,1991, At Risk ,Low Risk,South,0,1991 - 51,28.5-38.4
51,28.5,-38.4,Yes,"1,741,069","5,888","38,038",1992, At Risk ,Low Risk,South,0,1992 - 51,28.5-38.4
51,28.5,-38.4,Yes,"1,768,752","6,006",0,1993, At Risk ,Low Risk,South,0,1993 - 51,28.5-38.4
51,28.5,-38.4,Yes,"1,811,909","6,126",0,1994, At Risk ,Low Risk,South,0,1994 - 51,28.5-38.4
51,28.5,-38.4,Yes,"1,849,959","6,249",0,1995, At Risk ,Low Risk,South,0,1995 - 51,28.5-38.4
51,28.5,-38.4,Yes,"1,884,183","6,374",0,1996, At Risk ,Low Risk,South,0,1996 - 51,28.5-38.4
51,28.5,-38.4,Yes,"1,930,723","6,501",0,1997, At Risk ,Low Risk,South,0,1997 - 51,28.5-38.4
51,28.5,-38.4,Yes,"1,961,614","6,631",0,1998, At Risk ,Low Risk,South,1,1998 - 51,28.5-38.4
52,28.5,-38.4,Yes,"2,116,204","7,178",0,2002, At Risk ,Low Risk,South,0,2002 - 52,28.5-38.4
52,28.5,-38.4,Yes,"2,166,146","7,321",0,2003, At Risk ,Low Risk,South,1,2003 - 52,28.5-38.4
52,28.5,-38.4,Yes,"2,213,368","7,468",0,2004, At Risk ,Low Risk,South,1,2004 - 52,28.5-38.4
52,28.5,-38.4,Yes,"2,259,849","7,617",0,2005, At Risk ,Low Risk,South,1,2005 - 52,28.5-38.4
52,28.5,-38.4,Yes,"2,305,046","7,769",0,2006, At Risk ,Low Risk,South,0,2006 - 52,28.5-38.4
52,28.5,-38.4,Yes,"2,351,608","7,925",0,2007, At Risk ,Low Risk,South,0,2007 - 52,28.5-38.4
52,28.5,-38.4,Yes,"2,410,163","8,083",0,2008, At Risk ,Low Risk,South,0,2008 - 52,28.5-38.4
52,28.5,-38.4,Yes,"1,949,302","8,245",0,2009, At Risk ,Low Risk,South,0,2009 - 52,28.5-38.4
52,28.5,-38.4,Yes,"2,034,953","8,410","52,646",2010, At Risk ,Low Risk,South,0,2010 - 52,28.5-38.4
52,28.5,-38.4,Yes,"2,189,301","8,578",0,2011, At Risk ,Low Risk,South,0,2011 - 52,28.5-38.4
53,28.5,-38.4,Yes,"2,641,744","8,925",0,2013, At Risk ,Low Risk,South,0,2013 - 53,28.5-38.4
53,28.5,-38.4,Yes,"2,693,258","9,103",0,2014, At Risk ,Low Risk,South,0,2014 - 53,28.5-38.4
53,28.5,-38.4,Yes,"2,734,465","9,285",0,2015, At Risk ,Low Risk,South,0,2015 - 53,28.5-38.4
53,28.5,-38.4,Yes,"2,792,436","9,471",0,2016, At Risk ,Low Risk,South,0,2016 - 53,28.5-38.4
54,46.2,-62.5,Yes,"1,045,504","2,356",0,1997, At Risk ,Low Risk,Northeast,0,1997 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,062,127","2,404",0,1998, At Risk ,Low Risk,Northeast,0,1998 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,084,219","2,452",0,1999, At Risk ,Low Risk,Northeast,1,1999 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,109,807","2,501",0,2000, At Risk ,Low Risk,Northeast,0,2000 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,132,780","2,551",0,2001, At Risk ,Low Risk,Northeast,0,2001 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,160,646","2,602",0,2002, At Risk ,Low Risk,Northeast,0,2002 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,189,430","2,654",0,2003, At Risk ,Low Risk,Northeast,0,2003 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,208,461","2,707",0,2004, At Risk ,Low Risk,Northeast,0,2004 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,230,455","2,761",0,2005, At Risk ,Low Risk,Northeast,0,2005 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,260,970","2,816",0,2006, At Risk ,Low Risk,Northeast,1,2006 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,285,433","2,872",0,2007, At Risk ,Low Risk,Northeast,0,2007 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,310,499","2,930","74,023",2008, At Risk ,Low Risk,Northeast,0,2008 - 54,46.2-62.5
54,46.2,-62.5,Yes,"998,734","2,989",0,2009, At Risk ,Low Risk,Northeast,0,2009 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,047,483","3,048",0,2010, At Risk ,Low Risk,Northeast,1,2010 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,194,739","3,109",0,2011, At Risk ,Low Risk,Northeast,0,2011 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,329,593","3,171",0,2012, At Risk ,Low Risk,Northeast,0,2012 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,452,694","3,235",0,2013, At Risk ,Low Risk,Northeast,0,2013 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,489,011","3,300",0,2014, At Risk ,Low Risk,Northeast,0,2014 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,518,196","3,366",0,2015, At Risk ,Low Risk,Northeast,0,2015 - 54,46.2-62.5
54,46.2,-62.5,Yes,"1,540,969","3,433",0,2016, At Risk ,Low Risk,Northeast,0,2016 - 54,46.2-62.5
55,17.2,-89,Yes,"507,813","3,631",0,1995, At Risk ,Medium Risk,South,0,1995 - 55,17.2-89
55,17.2,-89,Yes,"516,344","3,704",0,1996, At Risk ,Medium Risk,South,0,1996 - 55,17.2-89
55,17.2,-89,Yes,"526,258","3,778",0,1997, At Risk ,Medium Risk,South,0,1997 - 55,17.2-89
55,17.2,-89,Yes,"534,731","3,853",0,1998, At Risk ,Medium Risk,South,0,1998 - 55,17.2-89
55,17.2,-89,Yes,"548,046","3,930",0,1999, At Risk ,Medium Risk,South,0,1999 - 55,17.2-89
55,17.2,-89,Yes,"559,061","4,009",0,2000, At Risk ,Medium Risk,South,1,2000 - 55,17.2-89
55,17.2,-89,Yes,"568,901","4,089",0,2001, At Risk ,Medium Risk,South,1,2001 - 55,17.2-89
56,17.2,-89,Yes,"581,985","4,171",0,2002, At Risk ,Medium Risk,South,0,2002 - 56,17.2-89
56,17.2,-89,Yes,"595,488","4,254",0,2003, At Risk ,Medium Risk,South,0,2003 - 56,17.2-89
56,17.2,-89,Yes,"609,243","4,339",0,2004, At Risk ,Medium Risk,South,0,2004 - 56,17.2-89
56,17.2,-89,Yes,"622,708","4,426",0,2005, At Risk ,Medium Risk,South,0,2005 - 56,17.2-89
56,17.2,-89,Yes,"632,920","4,515",0,2006, At Risk ,Medium Risk,South,0,2006 - 56,17.2-89
56,17.2,-89,Yes,"646,021","4,605",0,2007, At Risk ,Medium Risk,South,1,2007 - 56,17.2-89
56,17.2,-89,Yes,"657,973","4,697",0,2008, At Risk ,Medium Risk,South,1,2008 - 56,17.2-89
56,17.2,-89,Yes,"504,737","4,791",0,2009, At Risk ,Medium Risk,South,0,2009 - 56,17.2-89
56,17.2,-89,Yes,"540,283","4,887",0,2010, At Risk ,Medium Risk,South,1,2010 - 56,17.2-89
56,17.2,-89,Yes,"589,463","4,984",0,2011, At Risk ,Medium Risk,South,1,2011 - 56,17.2-89
56,17.2,-89,Yes,"640,382","5,084",0,2012, At Risk ,Medium Risk,South,0,2012 - 56,17.2-89
56,17.2,-89,Yes,"703,927","5,186",0,2013, At Risk ,Medium Risk,South,0,2013 - 56,17.2-89
56,17.2,-89,Yes,"739,810","5,290",0,2014, At Risk ,Medium Risk,South,0,2014 - 56,17.2-89
56,17.2,-89,Yes,"750,907","5,395",0,2015, At Risk ,Medium Risk,South,0,2015 - 56,17.2-89
56,17.2,-89,Yes,"763,147","5,503",0,2016, At Risk ,Medium Risk,South,0,2016 - 56,17.2-89
57,28,-46.5,Yes,"385,515","1,366",0,1999, At Risk ,Medium Risk,South,0,1999 - 57,28-46.5
57,28,-46.5,Yes,"391,336","1,393",0,2000, At Risk ,Medium Risk,South,0,2000 - 57,28-46.5
57,28,-46.5,Yes,"399,945","1,421",0,2001, At Risk ,Medium Risk,South,1,2001 - 57,28-46.5
58,28,-46.5,Yes,"416,179","1,478",0,2003, At Risk ,Medium Risk,South,0,2003 - 58,28-46.5
58,28,-46.5,Yes,"424,503","1,508",0,2004, At Risk ,Medium Risk,South,1,2004 - 58,28-46.5
58,28,-46.5,Yes,"430,998","1,538",0,2005, At Risk ,Medium Risk,South,1,2005 - 58,28-46.5
58,28,-46.5,Yes,"438,325","1,569",0,2006, At Risk ,Medium Risk,South,0,2006 - 58,28-46.5
58,28,-46.5,Yes,"445,294","1,600",0,2007, At Risk ,Medium Risk,South,0,2007 - 58,28-46.5
58,28,-46.5,Yes,"454,511","1,632",0,2008, At Risk ,Medium Risk,South,0,2008 - 58,28-46.5
58,28,-46.5,Yes,"397,492","1,665",0,2009, At Risk ,Medium Risk,South,0,2009 - 58,28-46.5
58,28,-46.5,Yes,"420,394","1,698",0,2010, At Risk ,Medium Risk,South,0,2010 - 58,28-46.5
58,28,-46.5,Yes,"458,273","1,732",0,2011, At Risk ,Medium Risk,South,0,2011 - 58,28-46.5
58,28,-46.5,Yes,"477,384","1,767",0,2012, At Risk ,Medium Risk,South,0,2012 - 58,28-46.5
58,28,-46.5,Yes,"497,741","1,802","100,559",2013, At Risk ,Medium Risk,South,0,2013 - 58,28-46.5
58,28,-46.5,Yes,"509,487","1,838",0,2014, At Risk ,Medium Risk,South,0,2014 - 58,28-46.5
58,28,-46.5,Yes,"517,690","1,875",0,2015, At Risk ,Medium Risk,South,0,2015 - 58,28-46.5
58,28,-46.5,Yes,"526,905","1,912",0,2016, At Risk ,Medium Risk,South,0,2016 - 58,28-46.5
59,33.5,-45.2,Yes,"1,023,348","4,189","39,627",1984, At Risk ,Medium Risk,South,0,1984 - 59,33.5-45.2
59,33.5,-45.2,Yes,"1,043,815","4,273",0,1985, At Risk ,Medium Risk,South,0,1985 - 59,33.5-45.2
59,33.5,-45.2,Yes,"1,068,032","4,358","36,609",1986, At Risk ,Medium Risk,South,0,1986 - 59,33.5-45.2
59,33.5,-45.2,Yes,"1,086,509","4,445",0,1987, At Risk ,Medium Risk,South,0,1987 - 59,33.5-45.2
59,33.5,-45.2,Yes,"1,103,241","4,534",0,1988, At Risk ,Medium Risk,South,0,1988 - 59,33.5-45.2
59,33.5,-45.2,Yes,"1,127,512","4,625",0,1989, At Risk ,Medium Risk,South,1,1989 - 59,33.5-45.2
59,33.5,-45.2,Yes,"1,153,783","4,717","40,628",1990, At Risk ,Medium Risk,South,1,1990 - 59,33.5-45.2
59,33.5,-45.2,Yes,"1,174,205","4,812",0,1991, At Risk ,Medium Risk,South,1,1991 - 59,33.5-45.2
60,33.5,-45.2,Yes,"1,226,070","5,006",0,1993, At Risk ,Medium Risk,South,0,1993 - 60,33.5-45.2
60,33.5,-45.2,Yes,"1,247,159","5,106",0,1994, At Risk ,Medium Risk,South,0,1994 - 60,33.5-45.2
60,33.5,-45.2,Yes,"1,276,717","5,208",0,1995, At Risk ,Medium Risk,South,1,1995 - 60,33.5-45.2
60,33.5,-45.2,Yes,"1,300,719","5,313","36,657",1996, At Risk ,Medium Risk,South,0,1996 - 60,33.5-45.2
60,33.5,-45.2,Yes,"1,329,595","5,419",0,1997, At Risk ,Medium Risk,South,0,1997 - 60,33.5-45.2
60,33.5,-45.2,Yes,"1,353,129","5,527",0,1998, At Risk ,Medium Risk,South,0,1998 - 60,33.5-45.2
60,33.5,-45.2,Yes,"1,380,868","5,638",0,1999, At Risk ,Medium Risk,South,0,1999 - 60,33.5-45.2
60,33.5,-45.2,Yes,"1,406,552","5,751",0,2000, At Risk ,Medium Risk,South,1,2000 - 60,33.5-45.2
61,33.5,-45.2,Yes,"1,440,450","5,866",0,2001, At Risk ,Medium Risk,South,1,2001 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,473,724","5,983","36,402",2002, At Risk ,Medium Risk,South,0,2002 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,501,430","6,103",0,2003, At Risk ,Medium Risk,South,0,2003 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,538,666","6,225",0,2004, At Risk ,Medium Risk,South,0,2004 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,572,055","6,349",0,2005, At Risk ,Medium Risk,South,0,2005 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,609,470","6,476",0,2006, At Risk ,Medium Risk,South,0,2006 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,648,419","6,606",0,2007, At Risk ,Medium Risk,South,0,2007 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,688,310","6,738",0,2008, At Risk ,Medium Risk,South,0,2008 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,520,395","6,872",0,2009, At Risk ,Medium Risk,South,0,2009 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,598,373","7,010",0,2010, At Risk ,Medium Risk,South,1,2010 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,701,924","7,150","32,094",2011, At Risk ,Medium Risk,South,1,2011 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,789,383","7,293",0,2012, At Risk ,Medium Risk,South,0,2012 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,850,519","7,439",0,2013, At Risk ,Medium Risk,South,0,2013 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,882,903","7,588",0,2014, At Risk ,Medium Risk,South,0,2014 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,926,398","7,739",0,2015, At Risk ,Medium Risk,South,0,2015 - 61,33.5-45.2
61,33.5,-45.2,Yes,"1,967,238","7,894","54,707",2016, At Risk ,Medium Risk,South,0,2016 - 61,33.5-45.2
62,32.1,-72,No,"235,648","2,219","40,573",1993, At Risk ,High Risk,South,1,1993 - 62,32.1-72
62,32.1,-72,No,"240,078","2,263",0,1994, At Risk ,High Risk,South,0,1994 - 62,32.1-72
62,32.1,-72,No,"245,120","2,308",0,1995, At Risk ,High Risk,South,1,1995 - 62,32.1-72
62,32.1,-72,No,"249,851","2,355",0,1996, At Risk ,High Risk,South,0,1996 - 62,32.1-72
62,32.1,-72,No,"254,573","2,402",0,1997, At Risk ,High Risk,South,1,1997 - 62,32.1-72
62,32.1,-72,No,"259,690","2,450",0,1998, At Risk ,High Risk,South,1,1998 - 62,32.1-72
62,32.1,-72,No,"264,156","2,499",0,1999, At Risk ,High Risk,South,0,1999 - 62,32.1-72
62,32.1,-72,No,"268,885","2,549",0,2000, At Risk ,High Risk,South,1,2000 - 62,32.1-72
62,32.1,-72,No,"273,913","2,600",0,2001, At Risk ,High Risk,South,1,2001 - 62,32.1-72
62,32.1,-72,No,"280,240","2,652",0,2002, At Risk ,High Risk,South,1,2002 - 62,32.1-72
62,32.1,-72,No,"285,060","2,705",0,2003, At Risk ,High Risk,South,0,2003 - 62,32.1-72
62,32.1,-72,No,"289,935","2,759",0,2004, At Risk ,High Risk,South,1,2004 - 62,32.1-72
62,32.1,-72,No,"294,313","2,814",0,2005, At Risk ,High Risk,South,0,2005 - 62,32.1-72
62,32.1,-72,No,"301,023","2,870",0,2006, At Risk ,High Risk,South,0,2006 - 62,32.1-72
62,32.1,-72,No,"307,104","2,928",0,2007, At Risk ,High Risk,South,1,2007 - 62,32.1-72
62,32.1,-72,No,"312,570","2,986",0,2008, At Risk ,High Risk,South,0,2008 - 62,32.1-72
62,32.1,-72,No,"280,503","3,046",0,2009, At Risk ,High Risk,South,0,2009 - 62,32.1-72
63,32.1,-72,No,"296,384","3,107",0,2010, At Risk ,High Risk,South,0,2010 - 63,32.1-72
63,32.1,-72,No,"315,384","3,169",0,2011, At Risk ,High Risk,South,1,2011 - 63,32.1-72
63,32.1,-72,No,"336,974","3,232",0,2012, At Risk ,High Risk,South,0,2012 - 63,32.1-72
63,32.1,-72,No,"345,028","3,297",0,2013, At Risk ,High Risk,South,0,2013 - 63,32.1-72
63,32.1,-72,No,"351,515","3,363",0,2014, At Risk ,High Risk,South,0,2014 - 63,32.1-72
63,32.1,-72,No,"358,018","3,430",0,2015, At Risk ,High Risk,South,0,2015 - 63,32.1-72
63,32.1,-72,No,"363,710","3,499",0,2016, At Risk ,High Risk,South,0,2016 - 63,32.1-72
64,33.8,-80.7,Yes,"1,916,071","9,426",0,1986, At Risk ,Medium Risk,South,0,1986 - 64,33.8-80.7
64,33.8,-80.7,Yes,"1,945,387","9,614",0,1987, At Risk ,Medium Risk,South,0,1987 - 64,33.8-80.7
64,33.8,-80.7,Yes,"1,988,769","9,807",0,1988, At Risk ,Medium Risk,South,1,1988 - 64,33.8-80.7
64,33.8,-80.7,Yes,"2,032,720","10,003",0,1989, At Risk ,Medium Risk,South,1,1989 - 64,33.8-80.7
64,33.8,-80.7,Yes,"2,064,431","10,203",0,1990, At Risk ,Medium Risk,South,1,1990 - 64,33.8-80.7
64,33.8,-80.7,Yes,"2,113,358","10,407",0,1991, At Risk ,Medium Risk,South,0,1991 - 64,33.8-80.7
64,33.8,-80.7,Yes,"2,151,398","10,615",0,1992, At Risk ,Medium Risk,South,0,1992 - 64,33.8-80.7
64,33.8,-80.7,Yes,"2,203,892","10,827",0,1993, At Risk ,Medium Risk,South,0,1993 - 64,33.8-80.7
64,33.8,-80.7,Yes,"2,240,036","11,044",0,1994, At Risk ,Medium Risk,South,1,1994 - 64,33.8-80.7
65,33.8,-80.7,Yes,"2,289,541","11,265",0,1995, At Risk ,Medium Risk,South,1,1995 - 65,33.8-80.7
65,33.8,-80.7,Yes,"2,328,005","11,490",0,1996, At Risk ,Medium Risk,South,0,1996 - 65,33.8-80.7
65,33.8,-80.7,Yes,"2,374,333","11,720",0,1997, At Risk ,Medium Risk,South,1,1997 - 65,33.8-80.7
65,33.8,-80.7,Yes,"2,409,948","11,954",0,1998, At Risk ,Medium Risk,South,1,1998 - 65,33.8-80.7
65,33.8,-80.7,Yes,"2,456,460","12,193",0,1999, At Risk ,Medium Risk,South,0,1999 - 65,33.8-80.7
65,33.8,-80.7,Yes,"2,500,430","12,437",0,2000, At Risk ,Medium Risk,South,1,2000 - 65,33.8-80.7
65,33.8,-80.7,Yes,"2,552,939","12,686",0,2001, At Risk ,Medium Risk,South,1,2001 - 65,33.8-80.7
65,33.8,-80.7,Yes,"2,606,040","12,940",0,2002, At Risk ,Medium Risk,South,0,2002 - 65,33.8-80.7
65,33.8,-80.7,Yes,"2,647,216","13,198","92,302",2003, At Risk ,Medium Risk,South,0,2003 - 65,33.8-80.7
65,33.8,-80.7,Yes,"2,699,366","13,462",0,2004, At Risk ,Medium Risk,South,0,2004 - 65,33.8-80.7
66,33.8,-80.7,Yes,"2,759,292","13,732",0,2005, At Risk ,Medium Risk,South,0,2005 - 66,33.8-80.7
66,33.8,-80.7,Yes,"2,808,683","14,006",0,2006, At Risk ,Medium Risk,South,1,2006 - 66,33.8-80.7
66,33.8,-80.7,Yes,"2,874,687","14,286",0,2007, At Risk ,Medium Risk,South,0,2007 - 66,33.8-80.7
66,33.8,-80.7,Yes,"2,925,282","14,572",0,2008, At Risk ,Medium Risk,South,0,2008 - 66,33.8-80.7
66,33.8,-80.7,Yes,"2,879,798","14,864",0,2009, At Risk ,Medium Risk,South,0,2009 - 66,33.8-80.7
66,33.8,-80.7,Yes,"2,695,300","15,161",0,2010, At Risk ,Medium Risk,South,0,2010 - 66,33.8-80.7
66,33.8,-80.7,Yes,"2,905,953","15,464",0,2011, At Risk ,Medium Risk,South,0,2011 - 66,33.8-80.7
66,33.8,-80.7,Yes,"3,061,483","15,773","58,152",2012, At Risk ,Medium Risk,South,0,2012 - 66,33.8-80.7
66,33.8,-80.7,Yes,"3,227,795","16,089",0,2013, At Risk ,Medium Risk,South,0,2013 - 66,33.8-80.7
66,33.8,-80.7,Yes,"3,286,864","16,411","82,545",2014, At Risk ,Medium Risk,South,0,2014 - 66,33.8-80.7
67,33.8,-80.7,Yes,"3,421,625","17,073","37,932",2016, At Risk ,Medium Risk,South,0,2016 - 67,33.8-80.7
68,30,-63.4,Yes,"375,540","2,224",0,1986, At Risk ,High Risk,South,0,1986 - 68,30-63.4
68,30,-63.4,Yes,"384,253","2,268","16,671",1987, At Risk ,High Risk,South,0,1987 - 68,30-63.4
68,30,-63.4,Yes,"390,016","2,314",0,1988, At Risk ,High Risk,South,0,1988 - 68,30-63.4
68,30,-63.4,Yes,"399,767","2,360",0,1989, At Risk ,High Risk,South,0,1989 - 68,30-63.4
68,30,-63.4,Yes,"407,642","2,407",0,1990, At Risk ,High Risk,South,1,1990 - 68,30-63.4
68,30,-63.4,Yes,"417,507","2,455",0,1991, At Risk ,High Risk,South,1,1991 - 68,30-63.4
68,30,-63.4,Yes,"426,108","2,504",0,1992, At Risk ,High Risk,South,1,1992 - 68,30-63.4
68,30,-63.4,Yes,"434,460","2,554",0,1993, At Risk ,High Risk,South,1,1993 - 68,30-63.4
68,30,-63.4,Yes,"441,628","2,605",0,1994, At Risk ,High Risk,South,1,1994 - 68,30-63.4
68,30,-63.4,Yes,"448,606","2,658",0,1995, At Risk ,High Risk,South,1,1995 - 68,30-63.4
68,30,-63.4,Yes,"458,789","2,711",0,1996, At Risk ,High Risk,South,1,1996 - 68,30-63.4
68,30,-63.4,Yes,"468,653","2,765","130,749",1997, At Risk ,High Risk,South,0,1997 - 68,30-63.4
68,30,-63.4,Yes,"477,136","2,820",0,1998, At Risk ,High Risk,South,0,1998 - 68,30-63.4
69,30,-63.4,Yes,"485,772","2,877",0,1999, At Risk ,High Risk,South,1,1999 - 69,30-63.4
69,30,-63.4,Yes,"496,265","2,934",0,2000, At Risk ,High Risk,South,0,2000 - 69,30-63.4
69,30,-63.4,Yes,"506,785","2,993",0,2001, At Risk ,High Risk,South,1,2001 - 69,30-63.4
69,30,-63.4,Yes,"516,820","3,053",0,2002, At Risk ,High Risk,South,0,2002 - 69,30-63.4
69,30,-63.4,Yes,"525,192","3,114",0,2003, At Risk ,High Risk,South,1,2003 - 69,30-63.4
69,30,-63.4,Yes,"536,484","3,176",0,2004, At Risk ,High Risk,South,0,2004 - 69,30-63.4
69,30,-63.4,Yes,"546,570","3,240",0,2005, At Risk ,High Risk,South,1,2005 - 69,30-63.4
69,30,-63.4,Yes,"558,321","3,304",0,2006, At Risk ,High Risk,South,0,2006 - 69,30-63.4
69,30,-63.4,Yes,"566,696","3,370","25,649",2007, At Risk ,High Risk,South,0,2007 - 69,30-63.4
69,30,-63.4,Yes,"579,786","3,438",0,2008, At Risk ,High Risk,South,1,2008 - 69,30-63.4
69,30,-63.4,Yes,"427,855","3,507","19,041",2009, At Risk ,High Risk,South,0,2009 - 69,30-63.4
69,30,-63.4,Yes,"549,001","3,577",0,2010, At Risk ,High Risk,South,0,2010 - 69,30-63.4
69,30,-63.4,Yes,"614,571","3,648",0,2011, At Risk ,High Risk,South,1,2011 - 69,30-63.4
69,30,-63.4,Yes,"606,091","3,721",0,2012, At Risk ,High Risk,South,0,2012 - 69,30-63.4
70,30,-63.4,Yes,"658,571","3,872",0,2014, At Risk ,High Risk,South,0,2014 - 70,30-63.4
70,30,-63.4,Yes,"674,904","3,949","123,931",2015, At Risk ,High Risk,South,0,2015 - 70,30-63.4
70,30,-63.4,Yes,"689,482","4,028",0,2016, At Risk ,High Risk,South,0,2016 - 70,30-63.4
71,30.8,-30.3,Yes,"1,613,996","7,456",0,1986, At Risk ,Low Risk,South,0,1986 - 71,30.8-30.3
71,30.8,-30.3,Yes,"1,648,374","7,605",0,1987, At Risk ,Low Risk,South,0,1987 - 71,30.8-30.3
71,30.8,-30.3,Yes,"1,683,319","7,757",0,1988, At Risk ,Low Risk,South,0,1988 - 71,30.8-30.3
71,30.8,-30.3,Yes,"1,721,362","7,912","42,013",1989, At Risk ,Low Risk,South,0,1989 - 71,30.8-30.3
71,30.8,-30.3,Yes,"1,752,175","8,070","39,457",1990, At Risk ,Low Risk,South,0,1990 - 71,30.8-30.3
71,30.8,-30.3,Yes,"1,789,321","8,232",0,1991, At Risk ,Low Risk,South,0,1991 - 71,30.8-30.3
71,30.8,-30.3,Yes,"1,824,570","8,396",0,1992, At Risk ,Low Risk,South,0,1992 - 71,30.8-30.3
71,30.8,-30.3,Yes,"1,859,785","8,564",0,1993, At Risk ,Low Risk,South,0,1993 - 71,30.8-30.3
71,30.8,-30.3,Yes,"1,899,770","8,735",0,1994, At Risk ,Low Risk,South,0,1994 - 71,30.8-30.3
71,30.8,-30.3,Yes,"1,944,795","8,910",0,1995, At Risk ,Low Risk,South,0,1995 - 71,30.8-30.3
71,30.8,-30.3,Yes,"1,985,441","9,088",0,1996, At Risk ,Low Risk,South,0,1996 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,022,568","9,270",0,1997, At Risk ,Low Risk,South,0,1997 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,061,200","9,456",0,1998, At Risk ,Low Risk,South,0,1998 - 71,30.8-30.3
71,30.8,-30.3,Yes,"2,103,866","9,645",0,1999, At Risk ,Low Risk,South,0,1999 - 71,30.8-30.3
